,starts_today,reference,start,stop,template
0,1,2,1,1,en ce milieu de nuit
1,1,2,1,4,cette nuit
2,1,2,1,7,cette nuit jusqu'en début de matinée
3,1,2,1,10,cette nuit jusqu'à ce matin
4,1,2,1,13,de cette nuit jusqu'en début d'après-midi
5,1,2,1,16,de cette nuit à cet après-midi
6,1,2,1,19,de cette nuit au début de soirée
7,1,2,1,22,de cette nuit à ce soir
8,1,2,1,25,de cette nuit au début de nuit suivante
9,1,2,4,4,cette nuit
10,1,2,4,7,cette nuit jusqu'en début de matinée
11,1,2,4,10,cette nuit jusqu'à ce matin
12,1,2,4,13,de cette nuit jusqu'en début d'après-midi
13,1,2,4,16,de cette nuit à cet après-midi
14,1,2,4,19,de cette nuit au début de soirée
15,1,2,4,22,de cette nuit à ce soir
16,1,2,4,25,de cette nuit au début de nuit suivante
17,1,2,4,28,de cette nuit au milieu de nuit suivante
18,1,2,7,7,aujourd'hui au lever du jour
19,1,2,7,10,ce matin
20,1,2,7,13,en première partie de journée aujourd'hui
21,1,2,7,16,en cours de journée aujourd'hui
22,1,2,7,19,en journée aujourd'hui
23,1,2,7,22,aujourd'hui jusqu'en soirée
24,1,2,7,25,aujourd'hui jusqu'en première partie de nuit prochaine
25,1,2,7,28,aujourd'hui jusqu'en deuxième partie de nuit prochaine
26,1,2,7,31,aujourd'hui et jusqu'en fin de nuit prochaine
27,1,2,10,10,en milieu de matinée aujourd'hui
28,1,2,10,13,en fin de matinée aujourd'hui
29,1,2,10,16,en cours de journée aujourd'hui
30,1,2,10,19,de cette fin de matinée au début de soirée
31,1,2,10,22,de cette fin de matinée au début de nuit prochaine
32,1,2,10,25,de cette fin de matinée à la première partie de nuit prochaine
33,1,2,10,28,de cette fin de matinée au milieu de nuit prochaine
34,1,2,10,31,de cette fin de matinée au petit matin demain
35,1,2,10,34,de cette fin de matinée à demain matin
36,1,2,13,13,aujourd'hui en milieu de journée
37,1,2,13,16,cet après-midi
38,1,2,13,19,aujourd'hui en deuxième partie de journée
39,1,2,13,22,cet après-midi jusqu'en soirée
40,1,2,13,25,du milieu de journée au début de nuit prochaine
41,1,2,13,28,du milieu de journée au milieu de nuit prochaine
42,1,2,13,31,du milieu de journée à la fin de nuit prochaine
43,1,2,13,34,du milieu de journée à demain en début de matinée
44,1,2,13,37,du milieu de journée à demain midi
45,1,2,16,16,cet après-midi
46,1,2,16,19,cet après-midi
47,1,2,16,22,cet après-midi et ce soir
48,1,2,16,25,cet après-midi et en première partie de nuit prochaine
49,1,2,16,28,de cet après-midi au milieu de nuit prochaine
50,1,2,16,31,de cet après-midi au petit matin demain
51,1,2,16,34,de cet après-midi à demain matin
52,1,2,16,37,de cet après-midi à demain à la mi-journée
53,1,2,16,40,de cet après-midi à demain après-midi
54,1,2,19,19,en fin de journée aujourd'hui
55,1,2,19,22,ce soir
56,1,2,19,25,en fin de journée et première partie de nuit prochaine
57,1,2,19,28,de ce soir jusqu'au milieu de nuit prochaine
58,1,2,19,31,de ce soir à la fin de nuit prochaine
59,1,2,19,34,de ce soir à demain matin
60,1,2,19,37,de ce soir à demain en milieu de journée
61,1,2,19,40,de ce soir à demain après-midi
62,1,2,19,43,de ce soir à demain en début de soirée
63,1,2,22,22,en début de nuit prochaine
64,1,2,22,25,en première partie de nuit prochaine
65,1,2,22,28,la nuit prochaine
66,1,2,22,31,la nuit prochaine jusqu'au petit matin demain
67,1,2,22,34,la nuit prochaine jusqu'en début de journée demain
68,1,2,22,37,la nuit prochaine jusqu'en milieu de journée demain
69,1,2,22,40,la nuit prochaine jusqu'à demain après-midi
70,1,2,22,43,la nuit prochaine jusqu'en début de soirée demain
71,1,2,22,46,la nuit prochaine jusqu'en première partie de nuit demain
72,1,2,25,25,en milieu de nuit prochaine
73,1,2,25,28,en deuxième partie de nuit prochaine
74,1,2,25,31,en deuxième partie de nuit prochaine
75,1,2,25,34,du milieu de nuit prochaine à demain en début de matinée
76,1,2,25,37,du milieu de nuit prochaine à demain en mi-journée
77,1,2,25,40,du milieu de nuit prochaine à demain en cours d'après-midi
78,1,2,25,43,du milieu de nuit prochaine à demain en fin de journée
79,1,2,25,46,du milieu de nuit prochaine jusqu'au début de nuit de demain à {day_p1}
80,1,2,25,49,du milieu de nuit prochaine jusqu'au milieu de nuit de demain à {day_p1}
81,1,2,28,28,en deuxième partie de nuit prochaine
82,1,2,28,31,en fin de nuit prochaine
83,1,2,28,34,de la fin de nuit prochaine à demain en début de matinée
84,1,2,28,37,de la fin de nuit prochaine à demain en mi-journée
85,1,2,28,40,de la fin de nuit prochaine à demain en cours d'après-midi
86,1,2,28,43,de la fin de nuit prochaine à demain en fin de journée
87,1,2,28,46,de la fin de nuit prochaine jusqu'au début de nuit de demain à {day_p1}
88,1,2,28,49,de la fin de nuit prochaine jusqu'au milieu de nuit de demain à {day_p1}
89,1,2,28,52,de la fin de nuit prochaine jusqu'à la fin de nuit de demain à {day_p1}
90,1,2,31,31,demain au lever du jour
91,1,2,31,34,demain en matinée
92,1,2,31,37,demain matin
93,1,2,31,40,demain jusqu'en milieu d'après-midi
94,1,2,31,43,demain en journée
95,1,2,31,46,demain du début de journée jusqu'au début de nuit de demain à {day_p1}
96,1,2,31,49,demain du début de journée jusqu'en milieu de nuit de demain à {day_p1}
97,1,2,31,52,demain du début de journée jusqu'en fin de nuit de demain à {day_p1}
98,1,2,31,55,demain du début de journée jusqu'à {day_p1} au petit matin
99,1,10,1,1,en milieu de nuit passée
100,1,10,1,4,cette nuit passée
101,1,10,1,7,cette nuit jusqu'en début de matinée
102,1,10,1,10,cette nuit jusqu'à ce matin
103,1,10,1,13,de cette nuit au milieu de journée
104,1,10,1,16,de cette nuit à cet après-midi
105,1,10,1,19,de cette nuit au début de soirée
106,1,10,1,22,de cette nuit à ce soir
107,1,10,1,25,de cette nuit au début de nuit suivante
108,1,10,4,4,cette nuit
109,1,10,4,7,cette nuit jusqu'en début de matinée
110,1,10,4,10,cette nuit jusqu'à ce matin
111,1,10,4,13,de cette nuit jusqu'en début d'après-midi
112,1,10,4,16,de cette nuit à cet après-midi
113,1,10,4,19,de cette nuit au début de soirée
114,1,10,4,22,de cette nuit à ce soir
115,1,10,4,25,de cette nuit au début de nuit suivante
116,1,10,4,28,de cette nuit au milieu de nuit suivante
117,1,10,7,7,aujourd'hui au lever du jour
118,1,10,7,10,ce matin
119,1,10,7,13,en première partie de journée aujourd'hui
120,1,10,7,16,en cours de journée aujourd'hui
121,1,10,7,19,en journée aujourd'hui
122,1,10,7,22,aujourd'hui jusqu'en soirée
123,1,10,7,25,aujourd'hui jusqu'en première partie de nuit prochaine
124,1,10,7,28,aujourd'hui jusqu'en deuxième partie de nuit prochaine
125,1,10,7,31,aujourd'hui et jusqu'en fin de nuit prochaine
126,1,10,10,10,en milieu de matinée aujourd'hui
127,1,10,10,13,en fin de matinée aujourd'hui
128,1,10,10,16,en cours de journée aujourd'hui
129,1,10,10,19,en journée aujourd'hui
130,1,10,10,22,de cette fin de matinée au début de nuit prochaine
131,1,10,10,25,de cette fin de matinée à la première partie de nuit prochaine
132,1,10,10,28,de cette fin de matinée au milieu de nuit prochaine
133,1,10,10,31,de cette fin de matinée au petit matin demain
134,1,10,10,34,de cette fin de matinée à demain matin
135,1,10,13,13,aujourd'hui en milieu de journée
136,1,10,13,16,cet après-midi
137,1,10,13,19,cet après-midi jusqu'en début de soirée
138,1,10,13,22,cet après-midi jusqu'en soirée
139,1,10,13,25,du milieu de journée au début de nuit prochaine
140,1,10,13,28,du milieu de journée au milieu de nuit prochaine
141,1,10,13,31,du milieu de journée à la fin de nuit prochaine
142,1,10,13,34,du milieu de journée à demain en début de matinée
143,1,10,13,37,du milieu de journée à demain midi
144,1,10,16,16,aujourd'hui en milieu d'après-midi
145,1,10,16,19,cet après-midi
146,1,10,16,22,en fin de journée aujourd'hui
147,1,10,16,25,cet après-midi jusqu'en première partie de nuit prochaine
148,1,10,16,28,de cet après-midi au milieu de nuit prochaine
149,1,10,16,31,de cet après-midi au petit matin demain
150,1,10,16,34,de cet après-midi à demain matin
151,1,10,16,37,de cet après-midi à demain à la mi-journée
152,1,10,16,40,de cet après-midi à demain après-midi
153,1,10,19,19,aujourd'hui en début de soirée
154,1,10,19,22,ce soir
155,1,10,19,25,ce soir jusqu'en première partie de nuit prochaine
156,1,10,19,28,ce soir jusqu'au milieu de nuit prochaine
157,1,10,19,31,de ce soir à la fin de nuit prochaine
158,1,10,19,34,de ce soir à demain matin
159,1,10,19,37,de ce soir à demain en milieu de journée
160,1,10,19,40,de ce soir à demain après-midi
161,1,10,19,43,de ce soir à demain en début de soirée
162,1,10,22,22,en début de nuit prochaine
163,1,10,22,25,en première partie de nuit prochaine
164,1,10,22,28,la nuit prochaine
165,1,10,22,31,la nuit prochaine jusqu'au petit matin demain
166,1,10,22,34,la nuit prochaine jusqu'en début de journée demain
167,1,10,22,37,la nuit prochaine jusqu'en milieu de journée demain
168,1,10,22,40,la nuit prochaine jusqu'à demain après-midi
169,1,10,22,43,la nuit prochaine jusqu'en début de soirée demain
170,1,10,22,46,la nuit prochaine jusqu'en première partie de nuit demain
171,1,10,25,25,en milieu de nuit prochaine
172,1,10,25,28,en deuxième partie de nuit prochaine
173,1,10,25,31,en deuxième partie de nuit prochaine
174,1,10,25,34,du milieu de nuit prochaine à demain en début de matinée
175,1,10,25,37,du milieu de nuit prochaine à demain en mi-journée
176,1,10,25,40,du milieu de nuit prochaine à demain en cours d'après-midi
177,1,10,25,43,du milieu de nuit prochaine à demain en fin de journée
178,1,10,25,46,du milieu de nuit prochaine jusqu'au début de nuit de demain à {day_p1}
179,1,10,25,49,du milieu de nuit prochaine jusqu'au milieu de nuit de demain à {day_p1}
180,1,10,28,28,en deuxième partie de nuit prochaine
181,1,10,28,31,en fin de nuit prochaine
182,1,10,28,34,de la fin de nuit prochaine à demain en début de matinée
183,1,10,28,37,de la fin de nuit prochaine à demain en mi-journée
184,1,10,28,40,de la fin de nuit prochaine à demain en cours d'après-midi
185,1,10,28,43,de la fin de nuit prochaine à demain en fin de journée
186,1,10,28,46,de la fin de nuit prochaine jusqu'au début de nuit de demain à {day_p1}
187,1,10,28,49,de la fin de nuit prochaine jusqu'au milieu de nuit de demain à {day_p1}
188,1,10,28,52,de la fin de nuit prochaine jusqu'à la fin de nuit de demain à {day_p1}
189,1,10,31,31,demain au lever du jour
190,1,10,31,34,demain en matinée
191,1,10,31,37,demain matin
192,1,10,31,40,demain jusqu'en milieu d'après-midi
193,1,10,31,43,demain en journée
194,1,10,31,46,demain du début de journée jusqu'au début de nuit de demain à {day_p1}
195,1,10,31,49,demain du début de journée jusqu'en milieu de nuit de demain à {day_p1}
196,1,10,31,52,demain du début de journée jusqu'en fin de nuit de demain à {day_p1}
197,1,10,31,55,demain du début de journée jusqu'à {day_p1} au petit matin
198,1,15,1,1,en milieu de nuit précédente
199,1,15,1,4,la nuit dernière
200,1,15,1,7,la nuit dernière jusqu'en début de matinée
201,1,15,1,10,la nuit dernière jusqu'à ce matin
202,1,15,1,13,de la nuit précédente à la mi-journée
203,1,15,1,16,de la nuit dernière à cet après-midi
204,1,15,1,19,de la nuit dernière à ce début de soirée
205,1,15,1,22,de la nuit dernière à ce soir
206,1,15,1,25,de la nuit dernière au début de nuit suivante
207,1,15,4,4,la nuit dernière
208,1,15,4,7,la nuit dernière jusqu'en début de matinée
209,1,15,4,10,la nuit dernière jusqu'à ce matin
210,1,15,4,13,de la nuit dernière à la mi-journée
211,1,15,4,16,de la nuit dernière à cet après-midi
212,1,15,4,19,de la nuit dernière au début de soirée
213,1,15,4,22,de la nuit dernière à ce soir
214,1,15,4,25,de la nuit dernière au début de nuit suivante
215,1,15,4,28,de la nuit dernière au milieu de nuit suivante
216,1,15,7,7,aujourd'hui en début de matinée
217,1,15,7,10,ce matin
218,1,15,7,13,en première partie de journée aujourd'hui
219,1,15,7,16,en cours de journée aujourd'hui
220,1,15,7,19,en journée aujourd'hui
221,1,15,7,22,aujourd'hui jusqu'en soirée
222,1,15,7,25,aujourd'hui jusqu'en première partie de nuit prochaine
223,1,15,7,28,aujourd'hui jusqu'en deuxième partie de nuit prochaine
224,1,15,7,31,aujourd'hui jusqu'en fin de nuit prochaine
225,1,15,10,10,en milieu de matinée aujourd'hui
226,1,15,10,13,en fin de matinée aujourd'hui
227,1,15,10,16,en cours de journée aujourd'hui
228,1,15,10,19,de cette fin de matinée au début de soirée
229,1,15,10,22,de cette fin de matinée au début de nuit prochaine
230,1,15,10,25,de cette fin de matinée à la première partie de nuit prochaine
231,1,15,10,28,de cette fin de matinée au milieu de nuit prochaine
232,1,15,10,31,de cette fin de matinée au petit matin demain
233,1,15,10,34,de cette fin de matinée à demain matin
234,1,15,13,13,aujourd'hui en milieu de journée
235,1,15,13,16,cet après-midi
236,1,15,13,19,cet après-midi jusqu'en début de soirée
237,1,15,13,22,cet après-midi jusqu'en soirée
238,1,15,13,25,du milieu de journée au début de nuit prochaine
239,1,15,13,28,du milieu de journée au milieu de nuit prochaine
240,1,15,13,31,du milieu de journée à la fin de nuit prochaine
241,1,15,13,34,du milieu de journée à demain en début de matinée
242,1,15,13,37,du milieu de journée à demain midi
243,1,15,16,16,aujourd'hui en milieu d'après-midi
244,1,15,16,19,cet après-midi
245,1,15,16,22,cet après-midi jusqu'en début de soirée
246,1,15,16,25,cet après-midi jusqu'en fin de soirée
247,1,15,16,28,de cet après-midi au milieu de nuit prochaine
248,1,15,16,31,de cet après-midi au petit matin demain
249,1,15,16,34,de cet après-midi à demain matin
250,1,15,16,37,de cet après-midi à demain à la mi-journée
251,1,15,16,40,de cet après-midi à demain après-midi
252,1,15,19,19,en fin de journée aujourd'hui
253,1,15,19,22,ce soir
254,1,15,19,25,ce soir jusqu'au début de la nuit
255,1,15,19,28,ce soir jusqu'au milieu de nuit
256,1,15,19,31,de ce soir à la fin de nuit prochaine
257,1,15,19,34,de ce soir à demain matin
258,1,15,19,37,de ce soir à demain en milieu de journée
259,1,15,19,40,de ce soir à demain après-midi
260,1,15,19,43,de ce soir à demain en début de soirée
261,1,15,22,22,en début de nuit prochaine
262,1,15,22,25,en première partie de nuit prochaine
263,1,15,22,28,la nuit prochaine
264,1,15,22,31,la nuit prochaine jusqu'au petit matin demain
265,1,15,22,34,la nuit prochaine jusqu'en début de journée demain
266,1,15,22,37,la nuit prochaine jusqu'en milieu de journée demain
267,1,15,22,40,la nuit prochaine jusqu'à demain après-midi
268,1,15,22,43,la nuit prochaine jusqu'en début de soirée demain
269,1,15,22,46,la nuit prochaine jusqu'en première partie de nuit demain
270,1,15,25,25,en milieu de nuit prochaine
271,1,15,25,28,en deuxième partie de nuit prochaine
272,1,15,25,31,en deuxième partie de nuit prochaine
273,1,15,25,34,du milieu de nuit prochaine à demain en début de matinée
274,1,15,25,37,du milieu de nuit prochaine à demain en mi-journée
275,1,15,25,40,du milieu de nuit prochaine à demain en cours d'après-midi
276,1,15,25,43,du milieu de nuit prochaine à demain en fin de journée
277,1,15,25,46,du milieu de nuit prochaine jusqu'au début de nuit de demain à {day_p1}
278,1,15,25,49,du milieu de nuit prochaine jusqu'au milieu de nuit de demain à {day_p1}
279,1,15,28,28,en deuxième partie de nuit prochaine
280,1,15,28,31,en fin de nuit prochaine
281,1,15,28,34,de la fin de nuit prochaine à demain en début de matinée
282,1,15,28,37,de la fin de nuit prochaine à demain en mi-journée
283,1,15,28,40,de la fin de nuit prochaine à demain en cours d'après-midi
284,1,15,28,43,de la fin de nuit prochaine à demain en fin de journée
285,1,15,28,46,de la fin de nuit prochaine jusqu'au début de nuit de demain à {day_p1}
286,1,15,28,49,de la fin de nuit prochaine jusqu'au milieu de nuit de demain à {day_p1}
287,1,15,28,52,de la fin de nuit prochaine jusqu'à la fin de nuit de demain à {day_p1}
288,1,15,31,31,demain au lever du jour
289,1,15,31,34,demain en matinée
290,1,15,31,37,demain matin
291,1,15,31,40,demain jusqu'en milieu d'après-midi
292,1,15,31,43,demain en journée
293,1,15,31,46,demain du début de journée jusqu'au début de nuit de demain à {day_p1}
294,1,15,31,49,demain du début de journée jusqu'en milieu de nuit de demain à {day_p1}
295,1,15,31,52,demain du début de journée jusqu'en fin de nuit de demain à {day_p1}
296,1,15,31,55,demain du début de journée jusqu'à {day_p1} au petit matin
297,1,22,1,1,en milieu de nuit précédente
298,1,22,1,4,la nuit dernière
299,1,22,1,7,la nuit dernière jusqu'en début de matinée
300,1,22,1,10,la nuit dernière jusqu'à ce matin
301,1,22,1,13,de la nuit précédente à la mi-journée
302,1,22,1,16,de la nuit dernière à cet après-midi
303,1,22,1,19,de la nuit dernière au début de soirée
304,1,22,1,22,de la nuit dernière à ce soir
305,1,22,1,25,de la nuit dernière au début de nuit suivante
306,1,22,4,4,la nuit dernière
307,1,22,4,7,la nuit dernière jusqu'en début de matinée
308,1,22,4,10,la nuit dernière jusqu'à ce matin
309,1,22,4,13,de la nuit dernière à la mi-journée
310,1,22,4,16,de la nuit dernière à cet après-midi
311,1,22,4,19,de la nuit dernière au début de soirée
312,1,22,4,22,de la nuit dernière à ce soir
313,1,22,4,25,de la nuit dernière à ce début de nuit
314,1,22,4,28,de la nuit dernière à cette nuit
315,1,22,7,7,aujourd'hui en début de matinée
316,1,22,7,10,ce matin
317,1,22,7,13,en première partie de journée aujourd'hui
318,1,22,7,16,en cours de journée aujourd'hui
319,1,22,7,19,en journée aujourd'hui
320,1,22,7,22,aujourd'hui jusqu'en soirée
321,1,22,7,25,aujourd'hui jusqu'en première partie de nuit
322,1,22,7,28,aujourd'hui jusqu'au milieu de nuit
323,1,22,7,31,aujourd'hui jusqu'au petit matin demain
324,1,22,10,10,en milieu de matinée aujourd'hui
325,1,22,10,13,en fin de matinée aujourd'hui
326,1,22,10,16,en cours de journée aujourd'hui
327,1,22,10,19,de la fin de matinée aujourd'hui au début de soirée
328,1,22,10,22,de la fin de matinée aujourd'hui à ce soir
329,1,22,10,25,de la fin de matinée aujourd'hui à ce début de nuit
330,1,22,10,28,de la fin de matinée aujourd'hui à cette nuit
331,1,22,10,31,de la fin de matinée aujourd'hui au petit matin demain
332,1,22,10,34,de la fin de matinée aujourd'hui à demain matin
333,1,22,13,13,aujourd'hui en milieu de journée
334,1,22,13,16,cet après-midi
335,1,22,13,19,cet après-midi
336,1,22,13,22,cet après-midi jusqu'en début de soirée
337,1,22,13,25,du milieu de journée aujourd'hui à ce début de nuit
338,1,22,13,28,du milieu de journée aujourd'hui à cette nuit
339,1,22,13,31,du milieu de journée aujourd'hui au petit matin demain
340,1,22,13,34,du milieu de journée aujourd'hui à demain matin
341,1,22,13,37,du milieu de journée aujourd'hui à demain midi
342,1,22,16,16,aujourd'hui en milieu d'après-midi
343,1,22,16,19,cet après-midi
344,1,22,16,22,cet après-midi jusqu'en début de soirée
345,1,22,16,25,cet après-midi jusqu'au début de la nuit
346,1,22,16,28,de cet après-midi à cette nuit
347,1,22,16,31,de cet après-midi au petit matin demain
348,1,22,16,34,de cet après-midi à demain matin
349,1,22,16,37,de cet après-midi à demain à la mi-journée
350,1,22,16,40,de cet après-midi à demain après-midi
351,1,22,19,19,en fin de journée aujourd'hui
352,1,22,19,22,ce soir
353,1,22,19,25,en cette fin de journée et première partie de nuit
354,1,22,19,28,ce soir jusqu'au milieu de nuit
355,1,22,19,31,de ce soir au petit matin demain
356,1,22,19,34,de ce soir à demain matin
357,1,22,19,37,de ce soir à demain en milieu de journée
358,1,22,19,40,de ce soir à demain après-midi
359,1,22,19,43,de ce soir à demain en début de soirée
360,1,22,22,22,en ce début de nuit
361,1,22,22,25,en cette première partie de nuit
362,1,22,22,28,cette nuit
363,1,22,22,31,cette nuit jusqu'au petit matin demain
364,1,22,22,34,cette nuit jusqu'en début de journée demain
365,1,22,22,37,cette nuit jusqu'en milieu de journée demain
366,1,22,22,40,cette nuit jusqu'à demain après-midi
367,1,22,22,43,cette nuit jusqu'en début de soirée demain
368,1,22,22,46,cette nuit jusqu'en première partie de nuit demain
369,0,12,1,1,en milieu de nuit de {day_m1} à {day}
370,0,12,1,4,la nuit de {day_m1} à {day}
371,0,12,1,7,la nuit de {day_m1} à {day} jusqu'en début de matinée {day}
372,0,12,1,10,la nuit de {day_m1} à {day} jusqu'à {day} matin
373,0,12,1,13,de la nuit de {day_m1} à {day} jusqu'en début d'après-midi {day}
374,0,12,1,16,de la nuit de {day_m1} à {day} à {day} après-midi
375,0,12,1,19,de la nuit de {day_m1} à {day} à {day} en début de soirée
376,0,12,1,22,de la nuit de {day_m1} à {day} à {day} soir
377,0,12,1,25,de la nuit de {day_m1} à {day} au début de nuit suivante
378,0,12,4,4,la nuit de {day_m1} à {day}
379,0,12,4,7,la nuit de {day_m1} à {day} jusqu'en début de matinée {day}
380,0,12,4,10,la nuit de {day_m1} à {day} jusqu'à {day} matin
381,0,12,4,13,de la nuit de {day_m1} à {day} jusqu'en début d'après-midi {day}
382,0,12,4,16,de la nuit de {day_m1} à {day} à {day} après-midi
383,0,12,4,19,de la nuit de {day_m1} à {day} à {day} en début de soirée
384,0,12,4,22,de la nuit de {day_m1} à {day} à {day} soir
385,0,12,4,25,de la nuit de {day_m1} à {day} au début de nuit suivante
386,0,12,4,28,de la nuit de {day_m1} à {day} à la nuit suivante
387,0,12,7,7,{day} en début de matinée
388,0,12,7,10,{day} matin
389,0,12,7,13,en première partie de journée {day}
390,0,12,7,16,en cours de journée {day}
391,0,12,7,19,en journée {day}
392,0,12,7,22,en journée {day} jusqu'en soirée
393,0,12,7,25,en journée {day} jusqu'en première partie de nuit suivante
394,0,12,7,28,en journée {day} jusqu'en deuxième partie de nuit suivante
395,0,12,7,31,en journée {day} jusqu'en fin de nuit suivante
396,0,12,10,10,en milieu de matinée {day}
397,0,12,10,13,en fin de matinée {day}
398,0,12,10,16,en cours de journée {day}
399,0,12,10,19,{day} de la fin de matinée au début de soirée
400,0,12,10,22,{day} de la fin de matinée au début de nuit suivante
401,0,12,10,25,{day} de la fin de matinée à la première partie de nuit suivante
402,0,12,10,28,{day} de la fin de matinée au milieu de nuit suivante
403,0,12,10,31,{day} de la fin de matinée au petit matin le lendemain
404,0,12,10,34,{day} de la fin de matinée au lendemain matin
405,0,12,13,13,en milieu de journée {day}
406,0,12,13,16,{day} après-midi
407,0,12,13,19,{day} midi jusqu'en début de soirée
408,0,12,13,22,{day} midi jusqu'en soirée
409,0,12,13,25,{day} en milieu de journée jusqu'au début de nuit suivante
410,0,12,13,28,{day} en milieu de journée jusqu'au milieu de nuit suivante
411,0,12,13,31,{day} en milieu de journée jusqu'à la fin de nuit suivante
412,0,12,13,34,{day} en milieu de journée jusqu'au lendemain matin
413,0,12,13,37,{day} en milieu de journée jusqu'au lendemain midi
414,0,12,16,16,{day} après-midi
415,0,12,16,19,{day} après-midi
416,0,12,16,22,{day} après-midi et en soirée
417,0,12,16,25,{day} après-midi et en première partie de nuit suivante
418,0,12,16,28,{day} après-midi jusqu'au milieu de nuit suivante
419,0,12,16,31,{day} après-midi jusqu'au petit matin le lendemain
420,0,12,16,34,{day} après-midi jusqu'au lendemain matin
421,0,12,16,37,de {day} après-midi à la mi-journée {day_p1}
422,0,12,16,40,de {day} après-midi à {day_p1} après-midi
423,0,12,19,19,{day} en fin de journée
424,0,12,19,22,{day} soir
425,0,12,19,25,{day} en fin de journée et première partie de nuit
426,0,12,19,28,{day} soir jusqu'au milieu de nuit suivante
427,0,12,19,31,de {day} soir à la fin de nuit suivante
428,0,12,19,34,de {day} soir au lendemain matin
429,0,12,19,37,de {day} soir à {day_p1} en milieu de journée
430,0,12,19,40,de {day} soir à {day_p1} après-midi
431,0,12,19,43,de {day} soir à {day_p1} en début de soirée
432,0,12,22,22,en début de nuit de {day} à {day_p1}
433,0,12,22,25,en première partie de nuit de {day} à {day_p1}
434,0,12,22,28,la nuit de {day} à {day_p1}
435,0,12,22,31,la nuit de {day} à {day_p1} jusqu'au petit matin
436,0,12,22,34,la nuit de {day} à {day_p1} jusqu'en début de journée
437,0,12,22,37,la nuit de {day} à {day_p1} jusqu'en milieu de journée suivante
438,0,12,22,40,la nuit de {day} à {day_p1} jusqu'à {day_p1} après-midi
439,0,12,22,43,la nuit de {day} à {day_p1} jusqu'en début de soirée {day_p1}
440,0,12,22,46,la nuit de {day} à {day_p1} jusqu'en première partie de nuit {day_p1}
441,0,12,25,25,en milieu de nuit de {day} à {day_p1}
442,0,12,25,28,en deuxième partie de nuit de {day} à {day_p1}
443,0,12,25,31,en deuxième partie de nuit de {day} à {day_p1}
444,0,12,25,34,du milieu de nuit de {day} à {day_p1} à {day_p1} en début de matinée
445,0,12,25,37,du milieu de nuit de {day} à {day_p1} à {day_p1} en mi-journée
446,0,12,25,40,du milieu de nuit de {day} à {day_p1} à {day_p1} en cours d'après-midi
447,0,12,25,43,du milieu de nuit de {day} à {day_p1} à {day_p1} en fin de journée
448,0,12,25,46,du milieu de nuit de {day} à {day_p1} jusqu'au début de nuit de {day_p1} à {day_p2}
449,0,12,25,49,du milieu de nuit de {day} à {day_p1} jusqu'au milieu de nuit de {day_p1} à {day_p2}
450,0,12,28,28,en deuxième partie de nuit de {day} à {day_p1}
451,0,12,28,31,en fin de nuit de {day} à {day_p1}
452,0,12,28,34,de la fin de nuit de {day} à {day_p1} à {day_p1} en début de matinée
453,0,12,28,37,de la fin de nuitde {day} à {day_p1} à {day_p1} en mi-journée
454,0,12,28,40,de la fin de nuit de {day} à {day_p1} à {day_p1} en cours d'après-midi
455,0,12,28,43,de la fin de nuit de {day} à {day_p1} à {day_p1} en fin de journée
456,0,12,28,46,de la fin de nuit de {day} à {day_p1} jusqu'au début de nuit de {day_p1} à {day_p2}
457,0,12,28,49,de la fin de nuit de {day} à {day_p1} jusqu'au milieu de nuit de {day_p1} à {day_p2}
458,0,12,28,52,de la fin de nuit de {day} à {day_p1} jusqu'à la fin de nuit de {day_p1} à {day_p2}
459,0,12,31,31,{day_p1} au lever du jour
460,0,12,31,34,{day_p1} en matinée
461,0,12,31,37,{day_p1} matin
462,0,12,31,40,{day_p1} jusqu'en milieu d'après-midi
463,0,12,31,43,{day_p1} en journée
464,0,12,31,46,{day_p1} du début de journée jusqu'au début de nuit de demain à {day_p1}
465,0,12,31,49,{day_p1} du début de journée jusqu'en milieu de nuit de demain à {day_p1}
466,0,12,31,52,{day_p1} du début de journée jusqu'en fin de nuit de demain à {day_p1}
467,0,12,31,55,{day_p1} du début de journée jusqu'à {day_p1} au petit matin
weights,100,1,1,1,
